policy_id,fraud
681822,0.96573055
301288,0.9773471
212001,0.9397385
797680,0.93124443
789334,0.8963848
275166,0.88958204
753093,0.8886468
464667,0.98711383
663141,0.9551673
248351,0.7665681
778894,0.7937881
644825,0.9165315
770514,0.97497624
484325,0.54339373
925974,0.7607481
152491,0.993105
511885,0.77589405
782820,0.98017037
389475,0.7891767
686772,0.9151308
940840,0.8743675
621475,0.8803467
208514,0.95436925
928992,0.9195058
401273,0.9478887
926123,0.9184296
430800,0.8439848
823727,0.92818785
217473,0.9252805
205749,0.76219505
512081,0.8674458
961804,0.866754
839604,0.98813593
610885,0.97175723
112834,0.7779514
426251,0.9556677
202252,0.9643773
616367,0.7287668
770951,0.88782626
291826,0.93416196
133119,0.98507464
127997,0.9554743
637024,0.917287
462878,0.97524863
327212,0.95882756
411477,0.93578386
162576,0.96279585
140990,0.8948623
148183,0.98760253
636682,0.894582
654998,0.89019734
388619,0.9137578
250047,0.736341
293050,0.9729795
492128,0.97607416
500255,0.91933984
179293,0.9499197
466711,0.96267784
344847,0.9343003
666233,0.9847979
775687,0.821076
591378,0.8721466
220783,0.87398684
289448,0.9824424
605127,0.6085982
439694,0.92766106
441937,0.8998902
782283,0.9782631
678710,0.691199
609317,0.9456298
728836,0.9279961
957002,0.9522451
684323,0.9963433
391330,0.9092473
985533,0.93860495
333029,0.87622535
968702,0.9274067
654142,0.91102976
707117,0.9441863
780020,0.99512875
661375,0.911376
156253,0.6203707
606310,0.9916231
381244,0.62385297
921868,0.731676
664606,0.9693894
841122,0.94706744
259695,0.9111407
807162,0.98352885
155724,0.9794678
682848,0.9093682
511789,0.9714282
378599,0.9338634
897134,0.73107433
796642,0.5395874
543155,0.9561681
231021,0.8950616
902777,0.91301894
233983,0.89473474
1017754,0.894772
754547,0.709212
925210,0.9744485
168764,0.84859914
856942,0.92936426
682012,0.9585838
299311,0.9569981
647869,0.95238477
533140,0.9872873
649079,0.8931328
422274,0.9071155
929971,0.9772059
520537,0.9733933
776572,0.88707405
222510,0.9009917
172749,0.94521314
738704,0.9659046
477761,0.9342173
161790,0.9373741
863960,0.98594135
313286,0.91869944
541979,0.9747001
556332,0.97503597
179713,0.9883189
645921,0.9533445
849384,0.83984417
614512,0.985636
807157,0.92702794
877608,0.9493794
594059,0.86956984
895903,0.89070195
698071,0.9527863
413489,0.963752
171987,0.88895965
966581,0.9769548
841397,0.9782712
217809,0.7502179
554565,0.8939939
534103,0.9850958
716202,0.8921179
447728,0.88712764
675298,0.88776773
111626,0.9723461
645695,0.9805058
223240,0.97622603
578621,0.9387006
345467,0.9594398
279404,0.9624286
287471,0.9772331
730486,0.9333323
571165,0.9603898
576836,0.88074
764272,0.51522714
445527,0.9795673
900497,0.978004
564461,0.7229419
506524,0.90874463
903330,0.9824667
597895,0.9361523
536923,0.95843244
149034,0.81393564
148435,0.9460569
939743,0.8655665
477621,0.9815844
444707,0.9890609
966152,0.9744984
663539,0.9678679
603174,0.9853277
156546,0.8850454
658586,0.9788416
250832,0.6903123
412094,0.8882865
965632,0.9550818
296010,0.98159367
821594,0.97586006
320404,0.97263676
467978,0.9863317
842518,0.9237924
780286,0.9309987
415298,0.734018
342144,0.94803995
395587,0.8072593
431471,0.9405878
273703,0.49206793
346072,0.9416855
577233,0.94685125
367987,0.9597461
480869,0.9617893
232367,0.9957278
181642,0.97441995
185870,0.9495923
492891,0.9655034
339043,0.9873673
788031,0.9423093
908334,0.9866261
247446,0.9677003
487169,0.9477607
916113,0.8321673
973109,0.9829804
374580,0.95446
377829,0.9787379
973873,0.97257215
400899,0.9567816
183643,0.925301
316802,0.98470116
282972,0.8608098
913765,0.7642253
693457,0.9526307
980023,0.9038367
846995,0.9530879
688362,0.8899705
250951,0.9694197
882850,0.5277736
838173,0.92661995
480884,0.61033654
788520,0.95560193
206851,0.81210864
434086,0.96125984
284278,0.88593787
477670,0.93081623
857489,0.97448176
346339,0.98215026
243912,0.91433567
109865,0.85083735
628167,0.89586455
536920,0.7945129
912686,0.9920483
901268,0.927703
424208,0.980391
261905,0.9669648
563720,0.9598591
360692,0.8829064
206541,0.8446421
468086,0.9629008
392780,0.9299217
176442,0.9719678
388910,0.9227459
687698,0.9695071
463863,0.9904501
479010,0.86128736
166116,0.83178616
949955,0.987827
180644,0.82869726
135236,0.872639
754567,0.9910483
430975,0.6983338
841315,0.96498555
639847,0.7996178
866870,0.9205959
804517,0.90961677
274001,0.56533027
482029,0.9841792
431478,0.9491637
276348,0.98053646
546758,0.67135537
693415,0.8108058
235652,0.9193841
529472,0.9478762
676552,0.7725734
437582,0.7982166
831513,0.95275366
493446,0.98790574
593332,0.8935504
428847,0.9838854
758626,0.2898779
942162,0.8625527
830611,0.95601594
606210,0.9741018
502360,0.9182285
438012,0.633929
268884,0.908173
693669,0.93232155
978322,0.945625
404869,0.98334694
628477,0.97912383
225347,0.9498056
457928,0.96450406
1023865,0.9660904
351416,0.9639345
441909,0.9774759
117633,0.6792789
887070,0.8993689
299199,0.99297065
174690,0.8064645
815400,0.9847948
265475,0.9906369
665842,0.8697547
889820,0.9643241
353959,0.9316039
811880,0.9459221
573188,0.9212054
870334,0.9153687
500418,0.9685536
186478,0.8731333
150112,0.9507388
936492,0.98345387
663065,0.86621606
283767,0.9518922
325099,0.958877
465673,0.9142896
913900,0.97334486
